Company,Quarters,Closing Stock Price,Enterprise Value,Oil Price,Change in Oil Price,CPI,Inflation,Net Income,Consumption of Raw Materials,Purchase of Traded Goods,Cost of Goods Sold,Gross Revenue,EXPENDITURE,Increase/Decrease in Stocks,Power & Fuel,Employees Cost,Depriciation,Excise Duty,Admin. And Selling Expenses,R & D Expenses,Provisions And Contingencies,Exp. Capitalised,Other Expenses,Other Income,EBIT,Interest,P/L Before Exceptional Items & Tax,Exceptional Items,EBT,Tax,P/L After Tax from Ordinary Activities,Prior Year Adjustments,Extra Ordinary Items,PAT,Equity Share Capital,Reserves Excluding Revaluation Reserves,Equity Dividend Rate (%),Basic EPS Before Extra Ordinary,Ratios
Godrej Consumer,Mar '17,556.67,56930.72,3355.09,0.127757554,130.9,0.039,"1,254.94",468.35,58.61,526.96,727.98,400.24,0.72,0,75.42,14.7,0,113.37,0,0,0,196.03,18.53,346.27,12.12,334.15,0,334.15,81.06,253.09,0,0,253.09,34.06,0,0,7.43,
Godrej Consumer,Dec '16,503.93,56930.72,3572.84,0.064901389,130.4,0.034,"1,195.91",482.13,65.04,547.17,648.74,355.18,-50.01,0,73.24,14.35,0,135.96,0,0,0,181.64,16.05,309.61,9.2,300.41,0,300.41,69.01,231.4,0,0,231.4,34.06,0,0,6.79,
Godrej Consumer,Sep '16,528.07,56930.72,3006.05,-0.158638506,130.9,0.044,"1,240.34",459.89,56.91,516.8,723.54,455.69,28.51,0,75.16,13.92,0,154.93,0,0,0,183.17,15.23,283.08,7.67,275.41,0,275.41,63.46,211.95,0,0,211.95,34.06,0,0,6.22,
Godrej Consumer,Jun '16,534.13,56930.72,3208.66,0.067400742,130.1,0.058,"1,058.16",424.4,35.7,460.1,598.06,403.42,16.99,0,72.29,13.71,0,123.96,0,0,0,176.47,12.84,207.48,7.07,200.41,0,200.41,47.55,152.86,0,0,152.86,34.05,0,0,4.45,
Godrej Consumer,Mar '16,459.79,46820.1,2503.95,-0.219627508,126,0.048,"1,151.84",410.48,51.99,462.47,689.37,414.65,57.92,0,66.54,12.88,0,103.73,0,0,0,173.58,9.5,284.22,7.33,276.89,0,276.89,67.38,209.51,0,0,209.51,34.05,0,0,6.15,
Godrej Consumer,Dec '15,439.59,46820.1,2435.4,-0.027376745,126.1,0.056,"1,199.81",515.32,53.25,568.57,631.24,375.14,-52.19,0,77.8,11.37,0,133.78,0,0,0,204.38,13.73,269.83,14.41,255.42,0,255.42,61.51,193.91,0,0,193.91,34.05,0,0,5.69,
Godrej Consumer,Sep '15,405.29,46820.1,3064.43,0.258286113,125.4,0.044,"1,231.55",471.99,49.51,521.5,710.05,468.99,-22.28,0,89.15,10.48,0,127.49,0,0,0,264.15,15.36,256.42,16.48,239.94,0,239.94,56.08,183.86,0,0,183.86,34.05,0,0,5.4,
Godrej Consumer,Jun '15,410.27,46820.1,3915.3,0.27766012,123,0.054,"1,063.39",450.08,40.15,490.23,573.16,402.86,-31.69,0,97.88,10.18,0,128.6,0,0,0,197.89,22.12,192.42,16.45,175.97,0,175.97,40.58,135.39,0,0,135.39,34.05,0,0,3.98,
Godrej Consumer,Mar '15,346.93,34933.81,3299.23,-0.157349373,120.2,0.053,"1,148.36",433.69,38.42,472.11,676.25,438.86,22.2,0,65.92,10.63,0,133.6,0,0,0,206.51,9.59,246.98,8.3,238.68,0.84,237.84,51.46,186.38,0,0,186.38,34.04,0,0,5.52,
Godrej Consumer,Dec '14,323.37,34933.81,3806.55,0.153769213,119.4,0.043,"1,183.90",471.17,44.56,515.73,668.17,450.64,7.8,0,78.52,10.17,0,122.97,0,0,0,231.18,7.9,225.43,9.14,216.29,0,216.29,44.46,171.83,0,0,171.83,34.04,0,0,5.05,
Godrej Consumer,Sep '14,328.39,34933.81,5835.69,0.533065374,120.1,0.056,"1,106.01",458.12,55.17,513.29,592.72,385.9,13.12,0,64.2,10.61,0,103.94,0,0,0,194.03,23.6,230.42,9.71,220.71,0,220.71,46.94,173.77,0,0,173.77,34.04,0,0,5.1,
Godrej Consumer,Jun '14,274.77,34933.81,6471.05,0.108874872,116.7,0.068,991.53,451.09,55.67,506.76,484.77,348.51,-38.07,0,50.66,10.26,0,127.76,0,0,0,197.9,15.58,151.84,9.77,142.07,8.6,133.47,29.88,103.59,0,0,103.59,34.04,0,0,3.55,
ITC,Mar '20,197.45,204588.2,2392.98,-0.198991786,148.6,0.058,"10,842.28","3,254.23",987.26,4241.49,6600.79,2829.76,-174.43,0,666.53,392.5,0,0,0,0,0,"1,945.16",755.54,4526.57,14.73,4511.84,0,4511.84,714.76,3797.08,0,0,3797.08,"1,229.22",0,0,3.09,
ITC,Dec '19,237.65,204588.2,4509.77,0.884583239,150.4,0.074,"12,013.01","3,360.82",743.9,4104.72,7908.29,3711.83,441.77,0,669.11,416.21,0,0,0,0,0,"2,184.74",983.62,5180.08,12.44,5167.64,-132.11,5299.75,893.6,4406.15,0,0,4406.15,"1,229.11",0,0,3.37,
ITC,Sep '19,259.70,204588.2,4282.87,-0.050312987,145.8,0.04,"11,871.47","3,408.42",742.32,4150.74,7720.73,3554.03,330.98,0,632.26,395.67,0,0,0,0,0,"2,195.12",654.33,4821.03,13.33,4807.7,0,4807.7,784.6,4023.1,0,0,4023.1,"1,228.65",0,0,3.28,
ITC,Jun '19,273.95,204588.2,4149.67,-0.03110064,142.9,0.032,"11,502.82","3,098.29","1,816.23",4914.52,6588.3,2381.51,-774.66,0,690.31,358.89,0,0,0,0,0,"2,106.97",620.17,4826.96,15.22,4811.74,0,4811.74,"1,637.80",3173.94,0,0,3173.94,"1,225.86",0,0,2.59,
ITC,Mar '19,296.70,359951.82,4432.04,0.068046375,140.4,0.029,"11,992.11","3,335.33","1,331.28",4666.61,7325.5,3104.03,-51.02,0,759.99,350.18,0,0,0,0,0,"2,044.88",740.18,4961.65,7.74,4953.91,0,4953.91,"1,472.01",3481.9,0,0,3481.9,"1,225.86",0,0,2.84,
ITC,Dec '18,281.65,359951.82,3822.07,-0.137627368,140.1,0.021,"11,227.66","3,414.82",838.57,4253.39,6974.27,2983.86,47.12,0,629.17,335.36,0,0,0,0,0,"1,972.21",836.39,4826.8,5.61,4821.19,0,4821.19,"1,612.12",3209.07,0,0,3209.07,"1,224.69",0,0,2.62,
ITC,Sep '18,296.70,359951.82,5448.55,0.425549506,140.2,0.037,"11,068.85","3,381.90",876.09,4257.99,6810.86,2932.36,21.68,0,596.31,327.47,0,0,0,0,0,"1,986.90",504.12,4382.62,13.5,4369.12,0,4369.12,"1,414.45",2954.67,0,0,2954.67,"1,224.19",0,0,2.42,
ITC,Jun '18,266.05,359951.82,4879.75,-0.104394747,138.5,0.049,"10,707.03","3,052.92","1,254.38",4307.3,6399.73,2496.3,-197.92,0,742.97,298.69,0,0,0,0,0,"1,652.56",403.85,4307.28,7.34,4299.94,0,4299.94,"1,481.26",2818.68,0,0,2818.68,"1,220.74",0,0,2.31,
ITC,Mar '18,255.90,309724.29,4171.72,-0.145095548,136.5,0.043,"10,586.73","3,061.40",927.93,3989.33,6597.4,2757.38,11.87,0,611.27,303.99,0,0,0,0,0,"1,830.25",516.5,4356.52,23.24,4333.28,0,4333.28,"1,400.57",2932.71,0,0,2932.71,"1,220.43",0,0,2.41,
ITC,Dec '17,263.10,309724.29,3930.99,-0.057705215,137.2,0.052,"9,772.02","2,941.91",498.9,3440.81,6331.21,2717.46,140.22,0,595.02,290.75,0,0,0,0,0,"1,691.47",626.92,4240.67,24.02,4216.65,412.9,3803.75,"1,539.35",2264.4,0,0,2264.4,"1,219.05",0,0,2.54,
ITC,Sep '17,258.25,309724.29,3413.19,-0.131722543,135.2,0.033,"9,763.92","2,858.00",558.82,3416.82,6347.1,3418.22,939.55,0,606.54,282.42,0,0,0,0,0,"1,589.71",494.21,3423.09,29.01,3394.08,0,3394.08,"1,304.45",2089.63,0,0,2089.63,"1,218.36",0,0,2.17,
ITC,Jun '17,323.85,309724.29,2975.01,-0.128378438,132,0.015,"9,954.66","2,894.90",990.89,3885.79,6068.87,2590.68,-49.79,0,674.63,268.21,0,0,0,0,0,"1,697.63",476.77,3954.96,10.38,3944.58,0,3944.58,"1,384.08",2560.5,0,0,2560.5,"1,215.22",0,0,2.11,
ITC,Mar '17,280.45,337944.56,3355.09,0.127757554,130.9,0.039,"11,125.54","2,972.84","1,195.73",4168.57,6956.97,3323.39,514.23,0,571.36,241.81,0,0,0,0,0,"1,995.99",402.1,4035.68,-11.46,4047.14,0,4047.14,"1,377.67",2669.47,0,0,2669.47,"1,214.74",0,0,2.2,
ITC,Dec '16,240.95,337944.56,3572.84,0.064901389,130.4,0.034,"9,248.39","2,912.58",864.89,3777.47,5470.92,2191.07,-400.9,0,572.31,266.54,0,0,0,0,0,"1,753.12",687.94,3967.79,13.59,3954.2,0,3954.2,"1,307.47",2646.73,0,0,2646.73,"1,212.14",0,0,2.18,
ITC,Sep '16,241.55,337944.56,3006.05,-0.158638506,130.9,0.044,"9,660.71","3,000.10",501.11,3501.21,6159.5,2797.91,170.14,0,600.33,268.44,0,0,0,0,0,"1,759.00",475.35,3836.94,10.72,3826.22,0,3826.22,"1,326.19",2500.03,0,0,2500.03,"1,211.16",0,0,2.07,
ITC,Jun '16,245.38,337944.56,3208.66,0.067400742,130.1,0.058,"10,054.04","2,880.04","1,004.84",3884.88,6169.16,2904.18,360.7,0,700.31,261.25,0,0,0,0,0,"1,581.92",420.52,3685.5,10.1,3675.4,0,3675.4,"1,290.73",2384.67,0,0,2384.67,805.33,0,0,1.97,
ITC,Mar '16,218.68,257453.88,2503.95,-0.219627508,126,0.048,"9,756.70","3,033.84",819.37,3853.21,5903.49,7933.27,-286.05,0,554.71,246.48,0,0,0,0,"5,388.35","2,029.78",371.23,-1658.55,"3,688.33",-5346.88,"7,405.86",-12752.74,"3,688.33",-16441.07,0,0,-16441.07,804.72,0,0,1.97,
ITC,Dec '15,218.38,257453.88,2435.4,-0.027376745,126.1,0.056,"8,867.06","2,760.36",705.4,3465.76,5401.3,2188.55,-437.69,0,571.37,261.87,0,0,0,0,0,"1,793.00",648.97,3861.72,16.09,3845.63,0,3845.63,"1,341.87",2503.76,0,0,2503.76,803.67,0,0,2.08,
ITC,Sep '15,219.24,257453.88,3064.43,0.258286113,125.4,0.044,"8,798.89","2,691.47",438.01,3129.48,5669.41,2544.89,-16,0,578.05,258.2,0,0,0,0,0,"1,724.64",392.57,3517.09,10.31,3506.78,0,3506.78,"1,244.28",2262.5,0,0,2262.5,802.65,0,0,1.88,
ITC,Jun '15,210.01,257453.88,3915.3,0.27766012,123,0.054,"9,160.02","2,569.08",629.02,3198.1,5961.92,2967.3,543.19,0,627.46,257.61,0,0,0,0,0,"1,539.04",356.49,3351.11,10.46,3340.65,0,3340.65,"1,174.56",2166.09,0,0,2166.09,801.55,0,0,1.8,
ITC,Mar '15,216.94,253314.55,3299.23,-0.157349373,120.2,0.053,"9,292.78","2,803.44",759.37,3562.81,5729.97,2736.43,98.87,0,454.39,249.57,0,0,0,0,0,"1,933.60",370.37,3363.91,15.51,3348.4,0,3348.4,987.22,2361.18,0,0,2361.18,801.55,0,0,2.95,
ITC,Dec '14,245.58,253314.55,3806.55,0.153769213,119.4,0.043,"8,942.59","2,731.05",579.5,3310.55,5632.04,2405.47,167.01,0,419.12,237.63,0,0,0,0,0,"1,581.71",581.99,3808.56,8.37,3800.19,0,3800.19,"1,165.19",2635,0,0,2635,799.54,0,0,3.3,
ITC,Sep '14,247.14,253314.55,5835.69,0.533065374,120.1,0.056,"9,023.74","2,792.72",638.99,3431.71,5592.03,2346.6,123.45,0,397.87,243.22,0,0,0,0,0,"1,582.06",356.22,3601.65,18.39,3583.26,0,3583.26,"1,158.10",2425.16,0,0,2425.16,797.43,0,0,3.04,
ITC,Jun '14,216.58,253314.55,6471.05,0.108874872,116.7,0.068,"9,248.29","2,660.62","1,920.80",4581.42,4666.87,1620.6,-603.86,0,508.66,231.32,0,0,0,0,0,"1,484.48",234.55,3280.82,15.15,3265.67,0,3265.67,"1,079.28",2186.39,0,0,2186.39,795.5,0,0,2.75,
Dabur India,Mar '20,466.60,79152.04,2392.98,-0.198991786,148.6,0.058,"1,321.15",569.42,165.63,735.05,586.1,321.18,-58.46,0,133.56,33.18,0,0,0,0,0,212.9,67.05,331.97,2.64,329.33,-20,349.33,52.33,297,0,0,297,176.71,0,0,1.45,
Dabur India,Dec '19,458.40,79152.04,4509.77,0.884583239,150.4,0.074,"1,748.18",612.7,210.63,823.33,924.85,565.96,71.81,0,149.7,32.65,0,0,0,0,0,311.8,67.27,426.16,4.65,421.51,-20,441.51,71.51,370,0,0,370,176.71,0,0,1.87,
Dabur India,Sep '19,447.15,79152.04,4282.87,-0.050312987,145.8,0.04,"1,612.20",622.7,264.14,886.84,725.36,383.35,-64.87,0,150.89,32.83,0,0,0,0,0,264.5,75.12,417.13,5.83,411.3,-40,451.3,45.76,405.54,0,0,405.54,176.71,0,0,1.84,
Dabur India,Jun '19,400.50,79152.04,4149.67,-0.03110064,142.9,0.032,"1,628.27",644.55,224.82,869.37,758.9,473.88,-18.37,0,144.11,31.27,0,0,0,0,0,316.87,67.46,352.48,6.15,346.33,-20,366.33,68.52,297.81,0,0,297.81,176.71,0,0,1.46,
Dabur India,Mar '19,409.05,72260.56,4432.04,0.068046375,140.4,0.029,"1,598.43",568.1,270.19,838.29,760.14,395.04,-17.78,0,143.21,28.64,0,0,0,0,0,240.97,63.05,428.15,6.31,421.84,0,421.84,7.51,414.33,0,0,414.33,176.63,0,0,2.35,
Dabur India,Dec '18,431.00,72260.56,3822.07,-0.137627368,140.1,0.021,"1,664.46",571.56,224.08,795.64,868.82,531.24,68.21,0,147.86,27.97,0,0,0,0,0,287.2,67.35,404.93,9.55,395.38,0,395.38,83.24,312.14,0,0,312.14,176.63,0,0,1.77,
Dabur India,Sep '18,427.60,72260.56,5448.55,0.425549506,140.2,0.037,"1,537.20",583.74,259.36,843.1,694.1,368.81,-52.44,0,143.29,26.18,0,0,0,0,0,251.78,75.73,401.02,8.09,392.93,0,392.93,85.67,307.26,0,0,307.26,176.63,0,0,1.74,
Dabur India,Jun '18,390.90,72260.56,4879.75,-0.104394747,138.5,0.049,"1,473.10",539.11,231.28,770.39,702.71,472.27,12.1,0,137.97,26.04,0,0,0,0,0,296.16,68.61,299.05,5.85,293.2,0,293.2,62.64,230.56,0,0,230.56,176.63,0,0,1.31,
Dabur India,Mar '18,327.00,57800.56,4171.72,-0.145095548,136.5,0.043,"1,509.62",591.85,215.57,807.42,702.2,317.98,-33.27,0,101.77,26.33,0,81.71,0,0,0,141.44,70.84,455.06,5.92,449.14,0,449.14,95.56,353.58,0,0,353.58,176.15,0,0,2.01,
Dabur India,Dec '17,348.60,57800.56,3930.99,-0.057705215,137.2,0.052,"1,449.31",536.39,273.47,809.86,639.45,355.72,-75.9,0,122.9,26.15,0,146.83,0,0,0,135.74,60.58,344.31,5.22,339.09,0,339.09,73.62,265.47,0,0,265.47,176.15,0,0,1.51,
Dabur India,Sep '17,305.05,57800.56,3413.19,-0.131722543,135.2,0.033,"1,416.39",466.25,197.12,663.37,753.02,459.74,74.47,0,117.26,25.51,0,114.69,0,0,0,127.81,76.23,369.51,4.98,364.53,0,364.53,81.12,283.41,0,0,283.41,176.15,0,0,1.61,
Dabur India,Jun '17,292.15,57800.56,2975.01,-0.128378438,132,0.015,"1,233.74",482.54,230.3,712.84,520.9,355.8,-39.33,0,119.2,24.51,0,118.72,0,0,0,132.7,75.58,240.68,5.77,234.91,-14.54,249.45,50.78,198.67,0,0,198.67,176.15,0,0,0.96,
Dabur India,Mar '17,277.15,49077.49,3355.09,0.127757554,130.9,0.039,"1,434.80",524.55,245.28,769.83,664.97,327.83,1.62,0,88.99,21.32,0,77.49,0,0,0,138.41,60.04,397.18,4.95,392.23,0,392.23,90,302.23,0,0,302.23,176.15,0,0,1.72,
Dabur India,Dec '16,277.05,49077.49,3572.84,0.064901389,130.4,0.034,"1,283.96",439.65,179.41,619.06,664.9,439.85,77.33,0,105.63,18.04,0,111.6,0,0,0,127.25,75.73,300.78,3.92,296.86,0,296.86,67.85,229.01,0,0,229.01,176.15,0,0,1.3,
Dabur India,Sep '16,271.30,49077.49,3006.05,-0.158638506,130.9,0.044,"1,351.58",482.54,266.07,748.61,602.97,334.84,-48.35,0,117.56,18.67,0,105.34,0,0,0,141.62,84.17,352.3,4.95,347.35,0,347.35,78.63,268.72,0,0,268.72,176.15,0,0,1.53,
Dabur India,Jun '16,308.20,49077.49,3208.66,0.067400742,130.1,0.058,"1,278.86",454.99,253.84,708.83,570.03,364.41,-38.79,0,113.12,17.4,0,123.6,0,0,0,149.08,54.7,260.32,2.41,257.91,0,257.91,59.54,198.37,0,0,198.37,176.15,0,0,1.13,
Dabur India,Mar '16,249.15,43860.33,2503.95,-0.219627508,126,0.048,"1,432.97",471.73,261.36,733.09,699.88,375.74,21.21,0,105.05,20.06,0,82.72,0,0,0,146.7,48.06,372.2,3.01,369.19,0,369.19,82.05,287.14,0,0,287.14,175.91,0,0,1.63,
Dabur India,Dec '15,276.60,43860.33,2435.4,-0.027376745,126.1,0.056,"1,372.85",527,172.6,699.6,673.25,404.89,-2.18,0,111.68,17.49,0,145.5,0,0,0,132.4,53.52,321.88,1.92,319.96,0,319.96,71.77,248.19,0,0,248.19,175.91,0,0,1.41,
Dabur India,Sep '15,276.30,43860.33,3064.43,0.258286113,125.4,0.044,"1,320.48",487.88,234.8,722.68,597.8,352.87,-24.39,0,109.73,17.29,0,107.61,0,0,0,142.63,51.62,296.55,1.71,294.84,0,294.84,66.63,228.21,0,0,228.21,175.91,0,0,1.3,
Dabur India,Jun '15,280.40,43860.33,3915.3,0.27766012,123,0.054,"1,278.32",425.72,283.29,709.01,569.31,381.49,-18.41,0,105.43,17.99,0,139.95,0,0,0,136.53,41.16,228.98,3.62,225.36,0,225.36,51.64,173.72,0,0,173.72,175.68,0,0,0.99,
Dabur India,Mar '15,265.45,46631.48,3299.23,-0.157349373,120.2,0.053,"1,390.51",453.46,253.44,706.9,683.61,423.52,-2.33,0,97.86,17.14,0,139.23,0,0,0,171.62,38.7,298.79,2.81,295.98,-23.96,319.94,59.08,260.86,0,0,260.86,175.65,0,0,1.21,
Dabur India,Dec '14,233.55,46631.48,3806.55,0.153769213,119.4,0.043,"1,501.78",458.86,207.27,666.13,835.65,588.65,109.41,0,104.25,16.36,0,206.31,0,0,0,152.32,32.86,279.86,2.44,277.42,0,277.42,60.55,216.87,0,0,216.87,175.65,0,0,1.23,
Dabur India,Sep '14,222.20,46631.48,5835.69,0.533065374,120.1,0.056,"1,293.00",500.74,247.79,748.53,544.47,334.79,-73.4,0,101.39,16.24,0,140.19,0,0,0,150.37,33.36,243.04,1.32,241.72,0,241.72,53.07,188.65,0,0,188.65,175.64,0,0,1.07,
Dabur India,Jun '14,187.25,46631.48,6471.05,0.108874872,116.7,0.068,"1,245.99",508.03,228.76,736.79,509.2,353.44,-65.93,0,89.49,16.23,0,160.81,0,0,0,152.84,32.93,188.69,3.32,185.37,0,185.37,41.25,144.12,0,0,144.12,175.62,0,0,0.82,
Jubiliant Foodworks,Mar '20,331.70,18763.52,2392.98,-0.198991786,148.6,0.058,897.85,213.28,15.06,228.34,669.51,591.7,1.31,0,196.02,91.64,0,0,0,0,0,302.73,20.41,98.22,40.96,57.26,-32.29,89.55,3.94,85.61,0,0,85.61,131.97,0,0,1.59,
Jubiliant Foodworks,Dec '19,330.52,18763.52,4509.77,0.884583239,150.4,0.074,"1,059.60",245.79,20.2,265.99,793.61,628.02,-0.09,0,207.18,87.96,0,0,0,0,0,332.97,15.91,181.5,42.6,138.9,0,138.9,35.23,103.67,0,0,103.67,131.97,0,0,7.86,
Jubiliant Foodworks,Sep '19,271.77,18763.52,4282.87,-0.050312987,145.8,0.04,988.23,229.49,16.56,246.05,742.18,590.95,-1.68,0,197.19,83.78,0,0,0,0,0,311.66,17.23,168.46,40.4,128.06,-12.52,140.58,39.61,100.97,0,0,100.97,131.97,0,0,5.75,
Jubiliant Foodworks,Jun '19,246.57,18763.52,4149.67,-0.03110064,142.9,0.032,940.09,213.77,17.54,231.31,708.78,570.51,-0.55,0,184.22,80.77,0,0,0,0,0,306.07,15.27,153.54,39.5,114.04,0,114.04,39.27,74.77,0,0,74.77,131.97,0,0,5.67,
Jubiliant Foodworks,Mar '19,288.58,18552.75,4432.04,0.068046375,140.4,0.029,865.2,189.77,14.67,204.44,660.76,553.15,2.7,0,168.9,39.99,0,0,0,0,0,341.56,15.14,122.75,0,122.75,-7.93,130.68,40.86,89.82,0,0,89.82,131.97,0,0,5.6,
Jubiliant Foodworks,Dec '18,250.44,18552.75,3822.07,-0.137627368,140.1,0.021,929.05,205.26,22.72,227.98,701.07,567.76,-0.85,0,177.08,37.27,0,0,0,0,0,354.26,13.8,147.11,0,147.11,0,147.11,50.6,96.51,0,0,96.51,131.97,0,0,7.31,
Jubiliant Foodworks,Sep '18,244.94,18552.75,5448.55,0.425549506,140.2,0.037,881.36,198.9,24.42,223.32,658.04,548.96,0.5,0,170.22,38.46,0,0,0,0,0,339.78,10.84,119.92,0,119.92,0,119.92,42.24,77.68,0,0,77.68,131.97,0,0,5.89,
Jubiliant Foodworks,Jun '18,277.48,18552.75,4879.75,-0.104394747,138.5,0.049,855.06,191.24,28.1,219.34,635.72,530.22,-1.53,0,154.51,36.56,0,0,0,0,0,340.68,7.14,112.64,0,112.64,0,112.64,37.97,74.67,0,0,74.67,131.97,0,0,5.66,
Jubiliant Foodworks,Mar '18,232.67,15223.76,4171.72,-0.145095548,136.5,0.043,779.82,177.69,24.18,201.87,577.95,487.99,-1.43,0,142.05,37.81,0,0,0,0,0,309.56,12.74,102.7,0,102.7,0,102.7,34.62,68.08,0,0,68.08,65.98,0,0,10.32,
Jubiliant Foodworks,Dec '17,176.21,15223.76,3930.99,-0.057705215,137.2,0.052,795.17,179.69,21.02,200.71,594.46,496.86,1.9,0,158.53,39.29,0,0,0,0,0,297.14,3.34,100.94,0,100.94,0,100.94,34.9,66.04,0,0,66.04,65.98,0,0,10.01,
Jubiliant Foodworks,Sep '17,138.81,15223.76,3413.19,-0.131722543,135.2,0.033,726.64,165.14,24.52,189.66,536.98,467.35,-1.79,0,156.44,32.56,0,0,0,0,0,280.14,3.64,73.27,0,73.27,0,73.27,24.8,48.47,0,0,48.47,65.98,0,0,7.4,
Jubiliant Foodworks,Jun '17,94.55,15223.76,2975.01,-0.128378438,132,0.015,678.82,137.65,22.99,160.64,518.18,484.81,-0.14,0,147.07,46.21,0,0,0,0,0,291.67,3,36.37,0,36.37,0,36.37,12.51,23.86,0,0,23.86,65.98,0,0,3.62,
Jubiliant Foodworks,Mar '17,110.62,7262.53,3355.09,0.127757554,130.9,0.039,612.78,121.7,19.45,141.15,471.63,454.93,0.68,0,142.32,43.81,0,0,0,0,0,268.12,3.58,20.28,0,20.28,-12.17,32.45,1.39,31.06,0,0,31.06,65.95,786.24,0,1.02,
Jubiliant Foodworks,Dec '16,85.48,7262.53,3572.84,0.064901389,130.4,0.034,658.84,144.91,20.49,165.4,493.44,467.5,-0.35,0,151.96,38.12,0,0,0,0,0,277.77,3.54,29.48,0,29.48,0,29.48,9.5,19.98,0,0,19.98,65.95,0,0,3.03,
Jubiliant Foodworks,Sep '16,96.01,7262.53,3006.05,-0.158638506,130.9,0.044,665.54,146.14,22.58,168.72,496.82,469.16,-1.03,0,150.22,36.61,0,0,0,0,0,283.36,4.28,31.94,0,31.94,0,31.94,10.38,21.56,0,0,21.56,65.84,0,0,3.28,
Jubiliant Foodworks,Jun '16,113.73,7262.53,3208.66,0.067400742,130.1,0.058,608.92,123.45,17.76,141.21,467.71,442.59,0.21,0,140.04,32.61,0,0,0,0,0,269.73,3.09,28.21,0,28.21,0,28.21,9.22,18.99,0,0,18.99,65.84,0,0,2.89,
Jubiliant Foodworks,Mar '16,127.35,8347.3,2503.95,-0.219627508,126,0.048,618.05,127.01,16.39,143.4,474.65,436.11,1.83,0,145.98,32.78,0,0,0,0,0,255.52,2.92,41.46,0,41.46,0,41.46,13.63,27.83,0,0,27.83,65.8,731.78,0,4.24,
Jubiliant Foodworks,Dec '15,148.39,8347.3,2435.4,-0.027376745,126.1,0.056,633.94,128.47,18.76,147.23,486.71,445.54,-1.26,0,153.29,31.58,0,0,0,0,0,261.93,2.55,43.72,0,43.72,0,43.72,14.37,29.35,0,0,29.35,65.76,0,0,4.47,
Jubiliant Foodworks,Sep '15,160.28,8347.3,3064.43,0.258286113,125.4,0.044,587.53,120.38,20.09,140.47,447.06,417.39,-0.31,0,141.79,30.72,0,0,0,0,0,245.19,2.91,32.58,0,32.58,0,32.58,10.71,21.87,0,0,21.87,65.64,0,0,3.33,
Jubiliant Foodworks,Jun '15,185.63,8347.3,3915.3,0.27766012,123,0.054,570.69,117.76,21.41,139.17,431.52,393.39,-0.46,0,127.37,29.18,0,0,0,0,0,237.3,2.94,41.07,0,41.07,0,41.07,13.5,27.57,0,0,27.57,65.64,0,0,4.21,
Jubiliant Foodworks,Mar '15,147.88,9665.77,3299.23,-0.157349373,120.2,0.053,542.11,115.27,17.42,132.69,409.42,366.2,0.95,0,117.7,26.85,0,0,0,0,0,220.7,2.07,45.29,0,45.29,0,45.29,13.77,31.52,0,0,31.52,65.57,0,0,4.81,
Jubiliant Foodworks,Dec '14,137.57,9665.77,3806.55,0.153769213,119.4,0.043,554.37,121.32,18.88,140.2,414.17,366.85,-0.58,0,115.26,25.4,0,0,0,0,0,226.77,1.49,48.81,0,48.81,0,48.81,13.79,35.02,0,0,35.02,65.56,0,0,5.34,
Jubiliant Foodworks,Sep '14,123.06,9665.77,5835.69,0.533065374,120.1,0.056,501.16,108.26,18.81,127.07,374.09,336.65,-0.15,0,106.71,23.6,0,0,0,0,0,206.49,2.14,39.58,0,39.58,0,39.58,10.59,28.99,0,0,28.99,65.48,0,0,4.43,
Jubiliant Foodworks,Jun '14,130.90,9665.77,6471.05,0.108874872,116.7,0.068,476.83,102,20.02,122.02,354.81,318.15,-0.99,0,99.11,22.31,0,0,0,0,0,197.72,1.71,38.37,0,38.37,0,38.37,10.64,27.73,0,0,27.73,65.44,0,0,4.24,
